,단어명,물리명,영문명,금칙어
8390,속보기,FRINFMEQ,FIRE INFORMING EQUIPMENT,
8391,속성,ATTR,ATTRIBUTE,ATTRIBUTE
8392,속성번호,ATTRNO,ATTRIBUTE NUMBER,
8393,속쓰림,BRASH,BRASH,
8394,속어,SLANG,SLANG,
8395,속옷,UDWR,UNDERWEAR,내의
8396,속옷제거,UWRMV,UNDERWEAR REMOVAL,
8397,속포장,INPCK,INTERNAL PACKING,
8398,손가락3지기능검사,THRPNT,THREE POINT FUNCTIONAL EXAMINATION,
8399,손가락끝,FNRTP,FINGER TIP,
8400,손가락손바닥이송,FTPTR,FINGER TO PALM TRANSLATION,
8401,손괴죄,DCNL,DAMAGE CRIMINAL,
8402,손금,LSFY,LOSS OF MONEY,
8403,손님,GUEST,GUEST,게스트
8404,손료,RNTF,RENT FEE,
8405,손망실,LSDMG,LOSS OR DAMAGE,
8406,손망실보고서,LSDMGRPT,LOSS AND DAMAGE REPORT,
8407,손목,WRIST,WRIST,
8408,손바닥손가락이송,PTFTR,PALM TO FINGER TRANSLATION,
8409,손상,DMG,DAMAGE,
8410,손상계수,DMGIDX,DAMAGE INDEX,
8411,손샘,HCNTNG,HAND COUNTING,
8412,손수건,HDKCHF,HANDKERCHIEF,
8413,손수레,HNDCRT,HANDCART,
8414,손실,LOSS,LOSS,LOSS
8415,손실계획,LSPLAN,LOSS PLAN,
8416,손실률,LSRT,LOSS RATE,손실율
8417,손실보상,INDMNFC,INDEMNIFICATION,
8418,손실보충,LSPM,LOSS SUPPLEMENT,손보
8419,손실액,LSTMN,LOST AMOUNT,
8420,손실예정,LSPARG,LOSS PREARRANGEMENT,
8421,손실일자,LOSSDT,LOSS DATE,손실일
8422,손실판단,LSEST,LOSS ESTIMATION,
8423,손익,PFLS,PROFIT AND LOSS,
8424,손익계산서,IS,INCOME STATEMENT,I/S
8425,손익분기점,BEP,BREAK EVEN POINT,
8426,손익분석,PFLSANL,PROFIT AND LOSS ANALYSIS,
8427,손잡이,HNDL,HANDLE,
8428,손조작기술,IHMS,IN HAND MANIPULATION SKILL,
8429,손폐,LSDS,LOSS AND DISUSE,
8430,손해,DMGE,DAMAGE,
8431,손해배상,CPNS,COMPENSATION FOR DAMAGES,
8432,손해배상조치,CNSNG,COMPENSATION MANAGEMENT,
8433,솔레노이드,SOLNOID,SOLENOID,
8434,솔루션,SOLTN,SOLUTION,
8435,솔선수범,LDBEX,LEADING BY EXAMPLE,
8436,송금,RMTC,REMITTANCE,
8437,송금수수료,SCHG,SEND CHARGE,
8438,송금액,RMTAMT,REMITTANCE AMOUNT,송금금액
8439,송금자,RMITER,REMITER,
8440,송달,DSPTCH,DISPATCH,
8441,송달구분코드,DSPDVCD,DISPATCH DIVISION CODE,
8442,송부,SNDG,SENDING,
8443,송부일자,SNDNGDT,SENDING DATE,송부일
8444,송수구,HLWTP,HOLLOW OF WATER PIPE,
8445,송수신,SNDRCV,SENDING AND RECEIVING,
8446,송수신구분코드,TRICD,TRANS RECEIVE INDICATOR CODE,
8447,송수신기,TRSRCV,TRANSMITTER AND RECEIVER,
8448,송수신번호,SNRNO,SENDING AND RECEIVING NUMBER,
8449,송수신처,SDRVPL,SENDING AND RECEIVING PLACE,
8450,송신,SENDG,SENDING,SEND
8451,송신기,TRSMT,TRANSMITTER,발신기
8452,송신인,SENDR,SENDER,송신자
8453,송신일자,SNDNDT,SENDING DATE,송신일
8454,송신처,SENDPLC,SENDING PLACE,
8455,송신출력,SENDGGNRCP,SENDING GENERATING CAPACIT,
8456,송유관,OILPIPL,OIL PIPELINE,
8457,송장,INVC,INVOICE,INVOICE
8458,송장번호,INVCNO,INVOICE NUMBER,
8459,송전선,PTLINE,POWER-TRANSMISSION LINE,
8460,송전선로,TRNMSLN,TRANSMISSION LINE,
8461,송증,ASD,ARMY SHIPPING DOCUMENT,
8462,송출,BRDCSTNG,BROADCASTING,
8463,송풍,WOT,WIND OUT,
8464,송풍기,FAN,FAN,
8465,송풍량,ARFLRT,AIR FLOW RATE,송풍기풍량
8466,송화,TRNSMSN,TRANSMISSION,
8467,송화자,TRSMTR,TRANSMITTER,
8468,쇄신,RNVT,RENOVATION,
8469,쇼크,SHOCK,SHOCK,
8470,쇼트톤,SHTTON,SHORT TON,"S/T,미국톤,숏톤"
8471,쇼핑,SHOPNG,SHOPPING,
8472,쇼핑몰,SOPMAL,SHOPPING MALL,
8473,수,HAND,HAND,
8474,수,NMBR,NUMBER,
8475,수가,MDCLCHRG,MEDICAL CHARGE,
8476,수가대분류,MCLRG,MEDICAL CHARGE LARGE CLASSIFICATION,
8477,수가마스터,MCMAT,MEDICAL CHARGE MASTER,
8478,수가중분류,MCMDL,MEDICAL CHARGE MIDDLE CLASSIFICATION,
8479,수가코드번호,MDCLCHRGCDNO,MEDICAL CHARGECODE NUMBER,
8480,수가코드번호단독,MCCNOSIN,MEDICAL CHARGE CODE NUMBER SINGLE,
8481,수감,CFMT,CONFINEMENT,
8482,수감기관,ISNNT,IMPRISONMENT INSTITUTION,
8483,수감자,PRISNR,PRISONER,
8484,수강,TKCRS,TAKE A COURSE,
8485,수거,TKAWY,TAKE AWAY,
8486,수고,TRHGT,TREE HEIGHT,
8487,수공구,HNDTL,HAND TOOL,
8488,수관,WTRTB,WATER TUBE,
8489,수교,AMITY,AMITY,
8490,수구,WPOLO,WATER POLO,
8491,수금,BILCLCT,BILL COLLECTING,
8492,수급,TKNGV,TAKING AND GIVING,
8493,수기,NTDWN,NOTE DOWN,
8494,수난,SUFER,SUFFERING,
8495,수난구호,DSRRL,DISASTER RELIEF,
8496,수난구호협력기관,SRFS,SUFFERINGS RELIEF COOPERATION INSTITUTION,
8497,수납,RCTC,RECEIPTANCE,
8498,수납기관,RCTORG,RECEIPTANCE ORGAN,
8499,수납일자,RCTDT,RECEIPTANCE DATE,수납일
8500,수납자,RCIVER,RECEIVE PERSON,
8501,수납중,RCDUR,RECEIPTANCE DURING,
8502,수능,NCEE,NATIONAL COLLEGE ENTRANCE EXAM,
8503,수단,MEANS,MEANS,
8504,수당,ALWNC,ALLOWANCE,
8505,수당식별코드,ALICD,ALLOWANCE IDENTIFICATION CODE,
8506,수당실비코드,ALWACEXPCD,ALLOWANCE ACTUAL EXPENSE CODE,
8507,수당입력구분코드,AIDCD,ALLOWANCE INPUT DIVISION CODE,
8508,수당적용구분코드,AADCD,ALLOWANCE APPLY DIVISION CODE,
8509,수도,CPTL,CAPITAL,
8510,수도권,GSMA,GREATER SEOUL METROPOLITAN AREA,
8511,수도권방공,CAD,CAPITAL AIR DEFENSE,
8512,수도권방공감시,CADM,CAPITAL AIR DEFENSE MONITORING,
8513,수도권방공작전통제소,CADCC,CAPITAL AIR DEFENSE CONTROL CENTER,
8514,수도권방공지역,CADA,CAPITAL AIR DEFENSE AREA,
8515,수도권방공통제소프트웨어,CCS,CAPITAL AIR DEFENSE CENTER / CAPITAL AIR DEFENSE CONTROL CENTER CONTROL SOFTWARE,
8516,수도권방공통제장교,CADAO,CAPITAL AIR DEFENCE CONTROL OFFICER,
8517,수도권방위위협지수,CADIX,CAPITAL AIR DEFENSE THREAT INDEX,
8518,수도꼭지,WTAP,WATER TAP,
8519,수도방위사령부,CDC,CAPITAL DEFENSE COMMAND,수방사
8520,수도방위사령부상황실,CADC,CAPITAL AIR DEFENSE CENTER,
8521,수동,HNDOPR,HAND OPERATED,
8522,수동,PASSIV,PASSIVITY,
8523,수동식,HDOPR,HAND OPERATED,
8524,수두,VRCL,VARICELLA,
8525,수득,YELD,YIELD,
8526,수락,ACPTC,ACCEPTANCE,
8527,수락일자,ACPTDT,ACCEPTANCE DATE,수락일
8528,수량,QTY,QUANTITY,
8529,수량계,WTRMTR,WATER METER,
8530,수량적,QNTI,QUANTITATIVE,
8531,수량조건,TRMQTY,TERMS OF QUANTITY,
8532,수련,TRNING,TRAINING,
8533,수련번호,TRNINGNO,TRAINING NO,
8534,수련의,INTERN,INTERN,
8535,수렴,CLCT,COLLECTING,
8536,수령,RCPT,RECEIPT,
8537,수령,AGETR,AGE OF TREE,
8538,수령구,RVHL,RECEIVING HOLE,
8539,수령문서번호,RCPDOCNO,RECEIPT DOCUMENT NUMBER,
8540,수령부대,RCPUNT,RECEIPT UNIT,
8541,수령액,RCPTAMT,RECEIPT AMOUNT,"수령금,수령금액"
8542,수령인,RCPNT,RECIPIENT,수령자
8543,수령일자,RCPTDT,RECEIPT DATE,수령일
8544,수로,WTRWAY,WATERWAY,
8545,수록,RCRDNG,RECORDING,
8546,수록일자,RECRDT,RECORDING DATE,수록일
8547,수료,CMPL,COMPLETION,
8548,수료일자,CMPLDT,COMPLETION DATE,수료일
8549,수료자,CMPLTR,COMPLETER,
8550,수료증,CTFHV,CERTIFICATE FOR ACHIEVEMENT,
8551,수륙양용,AMPHIBIOUS,AMPHIBIOUS,
8552,수리,REPR,REPAIR,
8553,수리대상,RQRP,REQUIRED REPAIR,
8554,수리대상개수정비대상,AMNCCF,REPAIR NEED CONVERSION REPAIR IMPROVEMENT OBJECT,
8555,수리대상군직할수리불가,RQRPCNR,REQUIRED REPAIR TROOPS UNDER DIRECT CONTROL OF ARMY CAN NOT REPAIRED,
8556,수리대상불완전품,AMNCCG,REPAIR NEED NON PERFECT PRODUCT,
8557,수리대상상태,RPRCND,REPAIRABLE CONDITION,
8558,수리대상수리이후결함,RQRPDFCT,REQUIRED REPAIR DEFECT AFTER REPAIR,
8559,수리대상정상정비대상,AMNCCE,REPAIR NEED NORMAL MAINTENANCE OBJECT,
8560,수리대상품,RQRITM,REQUIRED REPAIR ITEM,"요수리,요수리품목,요수리물자"
8561,수리부속비,CSTRPRPT,COST OF A REPAIRING PART,
8562,수리부속품,RPRPT,REPAIR PART,수리부속
8563,수리부속품검사상태코드,RISCD,REPAIR PART INSPECTION STATE CODE,
8564,수리부속품기능분류부호,RPFCNCLFCTSG,REPAIR PART FUNCTION CLSFCT SIGN,
8565,수리부속품번호,RPNO,REPAIR PART NUMBER,
8566,수리불가,CNR,CAN NOT REPAIRED,
8567,수리불가품목,NRTS,NOT REPAIRABLE THIS STATION,NRTS
8568,수리비,RPRCST,REPAIR COST,수리비용
8569,수리수준분석,LORA,LEVEL-OF-REPAIR ANALYSIS,
8570,수리순환소요,RCQ,REPAIR CYCLE QUANTITY,
8571,수리순환품목,RCACI,REPAIR CYCLE ASSET CONTROL ITEM,
8572,수리일자,REPRDT,REPAIR DATE,수리일
8573,수리정비대충장비,RCF,REPAIR CYCLE FLOAT,
8574,수리한계,RPRLMT,REPAIRABLE LIMIT,
8575,수립,ESTBL,ESTABLISHMENT,
8576,수립일자,ESTBDT,ESTABLISHMENT DATE,수립일
8577,수막현상,HDRPLN,HYDROPLANING,
8578,수면,SLEEP,SLEEP,
8579,수명,LFSP,LIFE SPAN,
8580,수명연장계획,SLEP,SERVICE LIFE EXTENSION PROGRAM,
8581,수명주기,LCY,LIFE CYCLE,
8582,수명주기비용,LCC,LIFE CYCLE COST,
8583,수명주기지속계획,LCSP,LIFE CYCLE SUSTAINMENT PLAN,
8584,수목,TREE,TREE,
8585,수목밀집정도코드,TREECRWDRCD,TREE CROWD DEGREE CODE,
8586,수문,FLDGT,FLOODGATE,
8587,수밀,WATGT,WATERTIGHT,
8588,수발,RCVNSND,RECEIVING AND SENDING,
8589,수방,FLDCON,FLOOD CONTROL,
8590,수배,RTRCP,RATION RECIPIENT,
8591,수배시군번호,RTRCPWCNO,RATION RECIPIENT WARD AND COUNTY NUMBER,
8592,수배시도번호,RTRCPCDNO,RATION RECIPIENT CITY DO NUMBER,
8593,수배지역번호,RTRCPNO,RATION RECIPIENT AREA NUMBER,
8594,수법,TCHNIQ,TECHNIQUE,
8595,수분,MSTR,MOISTURE,
8596,수불,RCPDSBS,RECEIPT AND DISBURSEMENT,
8597,수불구,RVSDHL,RECEIVING AND SENDING HOLE,
8598,수불구번호,RSHNO,RECEIVING AND SENDING HOLE NUMBER,
8599,수불문서번호,RDDNO,RECEIPT AND DISBURSEMENT DOCUMENT NUMBER,
8600,수불번호,RDNO,RECEIPT AND DISBURSEMENT NUMBER,
8601,수불통제원인코드,RDCCD,RECEIPT AND DISBURSEMENT CONTROL CAUSE CODE,
8602,수상,WTRSF,WATER SURFACE,
8603,수상레저기구,ATRP,AQUATIC LEISURE EQUIPMENT,
8604,수상레저활동,ATSCT,AQUATIC LEISURE ACTIVITY,
8605,수상및수중표적용어뢰,SUT,SURFACE AND UNDERWATER TARGET TORPEDO,SUT
8606,수상자,PRZWNR,PRIZEWINNER,
8607,수상함,SFSHIP,SURFACESHIP,
8608,수색,RCNSC,RECONNAISSANCE,
8609,수색정찰,RRC,SEARCH And RECONNAISSANCE,
8610,수서,HANDW,HANDWRITTEN,
8611,수석,CHF,CHIEF,
8612,수선,REPAIR,REPAIR,
8613,수선간장,LBP,LENGTH BETWEEN PREPENDICULARS,
8614,수세식화장실,FLTLT,FLUSH TOILET,
8615,수소,HYDRO,HYDROGEN,
8616,수속,PROCDR,PROCEDURE,
8617,수손,FLDDMG,FLOOD DAMAGE,
8618,수송,TRNSPTN,TRANSPORTATION,
8619,수송건설,TRCO,TRANSPORTATION AND CONSTRUCTION,
8620,수송계획번호,TPNO,TRANSPORTATION PLAN NUMBER,
8621,수송관리,TRSMGT,TRANSPORTATION MANAGEMENT,
8622,수송기,TRSPARC,TRANSPORT AIRCRAFT,
8623,수송능력구분코드,TRSCPBCD,TRANSPORTATION CAPABILITY SECTION CODE,
8624,수송대행기관,FF,FREIGHT FORWARDER,"운송주선인,수송대행업체"
8625,수송동원,MBTRS,MOBILIZATION OF TRANSPORTATION,
8626,수송동원업체,TMENT,TRANSPORTATION MOBILIZATION ENTERPRISE,
8627,수송로,TRNRO,TRANSPORT ROUTE,
8628,수송방법코드,TMCD,TRANSPORTATION METHOD CODE,
8629,수송부대,TRUNT,TRANSPORTATION UNIT,
8630,수송상태코드,TRSSTACD,TRANSPORTATION STATE CODE,
8631,수송수단번호,TRNSPTMNNO,TRANSPORTATION MEANS NUMBER,
8632,수송신청진행상태코드,TAPSCD,TRANSPORTATION APPLICATION PROGRESS STATE CODE,
8633,수송업체,TPENT,TRANSPORT ENTERPRIZE,
8634,수송완결,TRCL,TRANSPORTATION COMPLETION,
8635,수송완결구분코드,TRCLDSCD,TRANSPORTATION COMPLETION DIVISION CODE,
8636,수송의뢰문서번호,TRDNO,TRANSPORTATION REQUEST DOCUMENT NUMBER,
8637,수송이동관리단,TMMG,TRANSPORTATION MOVEMENT MANAGEMENT GROUP,
8638,수송일자,TRSPDT,TRANSPORTATION DATE,수송일
8639,수송장비코드,TRNSPTNEQPCD,TRANSPORTATION EQUIPMENT CODE,
8640,수송적재목록,TRSMNFST,TRANSPORTATION MANIFEST,
8641,수송지원,TRSPT,TRANSPORTATION SUPPORT,
8642,수송지원반,TMO,TRANSPORTATION MOVEMENT OFFICE,TMO
8643,수송지원형태코드,TSSCD,TRANSPORTATION SUPPORT SHAPE CODE,
8644,수송차량,TRNSVHCL,TRANSPORT VEHICLE,
8645,수송파견대,DTCHTRS,DETACHMENT OF THE TRANSPORTATION,수파대
8646,수송품목코드,TRNITMCD,TRANSPORTATION ITEM CODE,
8647,수수료,CMSN,COMMISSION,
8648,수술,OPRTN,OPERATION,
8649,수술기록지,OPRD,OPERATION RECORD,
8650,수술부위,OREG,OPERATION REGION,
8651,수술상태,OSTE,OPERATION STATE,
8652,수술실,OPRRM,OPERATING ROOM,수술장
8653,수술이전,OPBF,OPERATION BEFORE,
8654,수술이후,OPAF,OPERATION AFTER,
8655,수술일자,OPRTNDT,OPERATION DATE,수술일
8656,수술전복용약품,PREMED,PREMEDICATION,
8657,수술코드번호,OPRTNCODENO,OPERATIONCODE NUMBER,
8658,수습,APNTC,APPRENTICESHIP,
8659,수시,ANYTM,ANY TIME,
8660,수시급여구분코드,ATPDCD,ANY TIME PAY DIVISION CODE,
8661,수시배정,ATAL,ANYTIME ALLOCATION,
8662,수시정비,PRTMTN,OPERATING MAINTENANCE,
8663,수식,DECRT,DECORATION,
8664,수신,RCV,RECEIVE,
8665,수신기,RCVER,RECEIVER,
8666,수신인,RCVR,RECEIVER,"수신자,수한자"
8667,수신일자,RCVDT,RECEIVE DATE,수신일
8668,수신처,RCVPLC,RECEIVING PLACE,
8669,수신함,MAILBX,MAILBOX,
8670,수심,DPWTR,DEPTH OF WATER,
8671,수심도,BATHCHT,BATHYMETRIC CHART,
8672,수압,WTRPRSR,WATER PRESSURE,
8673,수압계,WTPRGG,WATER PRESSURE GAUGE,
8674,수액,FLUID,FLUID,
8675,수액요법,FLDTRP,FLUID THERAPY,
8676,수양버들,WPWL,WEEPING WILLOW,
8677,수업,LSSN,LESSON,
8678,수업료,TUTFEE,TUITION FEE,
8679,수에즈운하,SUEZCN,SUEZ CANAL,
8680,수여,PRSTN,PRESENTATION,
8681,수여일자,PRSTDT,PRESENTATION DATE,수여일
8682,수여자,PRSNTR,PRESENTER,
8683,수역,WATERS,WATERS,
8684,수영,SWIM,SWIM,
8685,수영장,SWMPL,SWIMMING POOL,
8686,수온,WTRTPR,WATER TEMPERATURE,
8687,수요,DMD,DEMAND,
8688,수요관리,DMANDMANAGE,DEMAND MANAGEMENT,
8689,수요군,DMDFRC,DEMANDING FORCES,
8690,수요기관,DNTT,DEMAND INSTITUTION,
8691,수요량,DMDQTY,DEMAND QUANTITY,수요수량
8692,수요물자,DMANDGDS,DEMAND GOODS,
8693,수요실적,DMACR,DEMAND ACTUAL RESULT,
8694,수요예측,DMDFC,DEMANDING FORECASTING,
8695,수요예측기법코드,DPTCD,DEMAND PREDICTION TECHNIQUES CODE,
8696,수요일,WED,WEDNESDAY,수
8697,수요정수비설정,SDAR,SET UP THE DEMAND ALLOWANCE RATE,
8698,수요지,DMPLC,DEMANDING PLACE,
8699,수용,ACMD,ACCOMMODATION,
8700,수용대기이동,RSO,Reception Staging Onward Movement,
8701,수용대기전방이동및통합,RSOI,RECEPTION STAGING ONWARD MOVEMENT AND INTEGRATION,"수용대기전방이동,수용대기전방이동통합,연합전시증원"
8702,수용동원,MBEXP,MOBILIZATION FOR EXPROPRIATION,
8703,수용성,WTRSLB,WATERSOLUBLE,
8704,수용소,CAMP,CAMP,
8705,수원,WTRSRC,WATER SOURCE,
8706,수원지,GTRGRD,GATHERING GROUND,
8707,수원지번호,GTRGRDNO,GATHERING GROUND NUMBER,
8708,수위,WTRLVL,WATER LEVEL,
8709,수유,FAO,FED AN OIL,
8710,수유기,FEDPLN,FED PLANE,
8711,수율,YLD,YIELD,
8712,수의,VLTRNS,VOLUNTARINESS,
8713,수의계약,PRVCTR,PRIVATE CONTRACT,수의
8714,수의계약사유코드,PRVCTRSNCD,PRIVATE CONTRACT REASON CODE,
8715,수익,ERNG,EARNINGS,
8716,수익권,BNFCRGT,BENEFICIARY RIGHT,
8717,수익률,ERNGRT,EARNING RATE,수익율
8718,수익성,PRFTBL,PROFITABILITY,
8719,수익자,BNFCR,BENEFICIARY,
8720,수익증권,BYTFC,BENEFICIARY CERTIFICATE,
8721,수익채무자,ERNDEBTR,EARNING DEBTOR,
8722,수임,ACPTAPNT,ACCEPTANCE OF AN APPOINTMENT,
8723,수임기관,ACPTINSTT,ACCEPTANCE OF AN APPOINTMENT INSTITUTION,
8724,수입,INCOME,INCOME,
8725,수입,IMPT,IMPORT,
8726,수입관리,RVNMGT,REVENUE MANAGEMENT,AI
8727,수입관세,IMPTDT,IMPORT DUTIES,수입세
8728,수입관코드,INPARTCD,INCOME PART CODE,
8729,수입금,PRCDS,PROCEEDS,
8730,수입금마련지출,EXRVN,EXPENDITURE FOR REVENUE,
8731,수입대체,IPTSB,IMPORT SUBSTITUTION,
8732,수입대체경비,EXACRV,EXPENSE ACCOMPANY WITH REVENUE,
8733,수입량,IMPTQTY,IMPORT QUANTITY,수입수량
8734,수입목코드,INMOKCD,INCOME MOK CODE,
8735,수입액,IPTAMT,IMPORT AMOUNT,수입금액
8736,수입업자,IMPTR,IMPORTER,수입자
8737,수입예정,DI,DUE IN,DI
8738,수입예정문서번호,DIDOCNO,DUE IN DOCUMENT NUMBER,
8739,수입원,SRCIC,SOURCE OF INCOME,
8740,수입인지,RNSM,REVENUE STAMP,
8741,수입일자,INCMDT,INCOME DATE,수입일
8742,수입증빙서,CERTIMP,CERTIFICATE OF IMPORT,수입증
8743,수입증빙서발행번호,CIPNO,CERTIFICATE OF IMPORT PUBLICATION NUMBER,
8744,수입증빙서번호,CINO,CERTIFICATE OF IMPORT NUMBER,
8745,수입지출구분코드,IMDSBSDVCD,IMPORT DISBURSEMENT DIVISION CODE,
8746,수입징수관,IMPCLTR,IMPORT COLLECTOR,수입관
8747,수입항,PORTENT,PORT OF ENTRY,수입항구
8748,수입항코드,INPRGCD,INCOME PARAGRAPH CODE,
8749,수자원,WTRSC,WATER RESOURCE,
8750,수작업,HNDINTS,HAND-INTENSIVE,
8751,수전,WPELT,WATERPOWER ELECTRICITY,
8752,수전반,ICMPNL,INCOMING PANEL,
8753,수정,MDFC,MODIFICATION,
8754,수정계약,MDFCTR,MODIFICATION CONTRACT,
8755,수정계약사유코드,MCRCD,MODIFICATION CONTRACT REASON CODE,
8756,수정일자,MDFCDT,MODIFICATION DATE,수정일
8757,수정자,MDFR,MODIFIER,
8758,수정작업,MDWRK,MODIFYING WORK,
8759,수정작업명령,MWO,MODIFICATION WORK ORDER,
8760,수정회차,UPDCNT,UPDATE COUNT,
8761,수정후,AFTUPD,AFTER UPDATE,
8762,수종,SPCSTR,SPECIES OF TREES,
8763,수주,RCVORD,RECEIVING ORDER,
8764,수준,LVL,LEVEL,"레벨,LEVEL"
8765,수중,UDWTR,UNDERWATER,
8766,수중온도측정기,BTHRM,BATHY THERMOGRAPH,
8767,수중음향신호탄,SOUDSG,Sound Underwater Signal,
8768,수중장애물구역모양코드,UDWATOSHPCD,UNDERWATER OBSTACLE SECTOR SHAPE CODE,
8769,수중탐지거리,UDWDTCDST,UNDERWATER DETECTION DISTANCE,
8770,수증,RCPGFT,RECEIPT OF A GIFT,
8771,수증기영상,VPIMG,VAPOR IMAGE,
8772,수직,PDCLR,PERPENDICULAR,
8773,수직감염,VTIFT,VERTICAL INFECTION,
8774,수직분배,VTCDST,VERTICAL DISTRIBUTION,
8775,수진,RCVMDEXM,RECEIVE MEDICAL EXAMINATION,
8776,수진가능,RMEPSB,RECEIVE MEDICAL EXAMINATION POSSIBILITY,
8777,수진이력,RMEHST,RECEIVE MEDICAL EXAMINATION HISTORY,
8778,수진진료비,RMEFEE,RECEIVE MEDICAL EXAMINATION MEDICAL CONSULTATION FEE,
8779,수질,WTRQLT,WATER QUALITY,
8780,수집,CLTN,COLLECTION,
8781,수집감지기종류코드,CLTNSNSRKDCD,COLLECTION SENSOR KND CODE,
8782,수집계획,CLPLN,COLLECTION PLAN,
8783,수집계획번호,CPNO,COLLECTION PLAN NUMBER,
8784,수집기지고유부호,CLBSPCLSGN,COLLECTION BASE PECULIARITY SIGN,
8785,수집기지구분코드,CLTNBASEDVCD,COLLECTION BASE DIVISION CODE,
8786,수집담당자번호,CPCNO,COLLECTION PERSON IN CHARGE NUMBER,
8787,수집사,CLTR,COLLECTOR,
8788,수집사담당자번호,CPICNO,COLLECTOR PERSON IN CHARGE NUMBER,
8789,수집소,CLTPNT,COLLECTING POINT,
8790,수집임무지시,CLNMS,COLLECTION INSTRUCTIONS MISSION,
8791,수집자산,CLRS,COLLECTION RESOURCE,
8792,수집자산가용성코드,CLRSAVLCD,COLLECTION RESOURCE AVAILABLE CODE,
8793,수집자산번호,CLTRSCNO,COLLECTION RESOURCE NUMBER,
8794,수집자산분류코드,CLRSCLCD,COLLECTION RESOURCE CLASSIFICATION CODE,
8795,수집자산운용상태코드,CLRSOPRSTCD,COLLECTION RESOURCE OPERATING STATE CODE,
8796,수처리기,WTRTMCHN,WATER TREATMENT MACHINE,
8797,수첩,PKTBUK,POCKET BOOK,
8798,수초,WTPN,WATER PLANT,
8799,수축,CTRTN,CONTRACTION,
8800,수축기혈압,SBP,SYSTOLIC BLOOD PRESSURE,
8801,수출,EXPT,EXPORT,
8802,수출신고필증,EXPMT,EXPORT PERMIT,
8803,수출신용장,ELC,EXPORT LETTER OF CREDIT,
8804,수출업자,EXPTR,EXPORTER,수출자
8805,수취선하증권,RCVBL,RECEIVED BILL OF LADING,
8806,수취인,RECVR,RECEIVER,
8807,수치,NUMVAL,NUMERICAL VALUE,
8808,수치고도자료,DEM,DIGITAL ELEVATION MODEL,
8809,수칙,RULES,RULES,
8810,수탁,TRUST,TRUST,
8811,수탁병리,YPTHL,TRUST PATHOLOGY,
8812,수탁자,TRUSTEE,TRUSTEE,
8813,수평,HORN,HORIZONTALITY,
8814,수평분배,HRZDST,HORIZONTAL DISTRIBUTION,
8815,수평집단평가,HZGREVL,HORIZONTALITY GROUP EVALUATION,
8816,수평평가,HZEVL,HORIZONTALITY EVALUATION,
8817,수평평정,HZEVT,HORIZONTALITY EVALUATION,
8818,수폭,WTRWD,WATER WIDTH,
8819,수표,CHK,CHECK,
8820,수하물,BAGG,BAGGAGE,
8821,수하인,CSGN,CONSIGNEE,
8822,수학,MTHMC,MATHEMATICS,
8823,수해,FLOO,FLOOD,
8824,수행,EXCTN,EXECUTION,
8825,수행업무,ATNDDU,ATTEND DUTY,
8826,수행원,ENTURG,ENTOURAGE,
8827,수행일자,EXCTNDT,EXECUTION DATE,수행일
8828,수행임무상태코드,EXCTNMSNSTCD,EXECUTION MISSION STATE CODE,
8829,수행지침,EXCGUID,EXECUTION GUIDANCE,
8830,수험,EXMNTN,EXAMINATION,
8831,수험번호,EXMNO,EXAMINEES NUMBER,
8832,수험생,EXNST,EXAMINATION STUDENT,
8833,수험자,EXMNE,EXAMINEE,
8834,수험표,ADMTKEXM,ADMISSION TICKET FOR AN EXAMINATION,
8835,수혈,BLDTR,BLOOD TRANSFUSION,
8836,수혈부작용,BLSEF,BLOOD TRANSFUSION SIDE EFFECT,
8837,수혈의뢰접수번호,BLDREQRCPTNO,BLOOD TRANSFUSIONREQUESTRECEIPT NUMBER,
8838,수혈중단,BLDSC,BLOOD TRANSFUSION DISCONTINUANCE,
8839,수형,BNGUDSTC,BEING UNDER SENTENCE,
8840,수혜,FVRD,FAVORED,
8841,수혜자,BNFCRY,BENEFICIARY,
8842,수화,RCVNG,RECEIVING,
8843,수화기,TELRCVR,TELEPHONE RECEIVER,
8844,수화자,TLPHNE,TELEPHONEE,
8845,숙달급,MSTG,MASTER GRADE,
8846,숙련,SKILL,SKILL,
8847,숙련도,PRFNC,PROFICIENCY,
8848,숙박,LDGM,LODGEMENT,
8849,숙박비,LODCHRG,LODGE CHARGE,
8850,숙소,QRTRS,QUARTERS,
8851,숙영,BLTNG,BILLETING,
8852,숙영지,BVAR,BIVOUAC AREA,
8853,숙임각도,FLPANG,FLIP ANGLE,
8854,숙지,FULKNLG,FULL KNOWLEDGE,
8855,숙직,NHTC,NIGHT WATCH,
8856,숙직수당,NTWN,NIGHT DUTY ALLOWANCE,
8857,숙직자,NHHR,NIGHT WATCHER,
8858,순,NET,NET,
8859,순간,INSTNS,INSTANTANEOUS,
8860,순국선열,PTROTMRTVR,PATRIOTIC MARTYR,
8861,순기,LFCYCL,LIFE CYCLE,
8862,순도,PRTDG,PURITY DEGREE,
8863,순매출액,NTSL,NET SALES,
8864,순번,SEQ,SEQUENCE,
8865,순서,SEQC,SEQUENCE,
8866,순서일,DOO,DATE OF ORDER,
8867,순수,PURT,PURITY,
8868,순시,TRINSPCT,TOUR OF INSPECTION,
8869,순원가계약,SCC,STRAIGHT COST CONTRACT,
8870,순위,RANKNG,RANKING,
8871,순유동자산,NCTAST,NET CURRENT ASSET,운전자본
